"","idno","cntry","nwspol","netusoft","netustm","polintr","psppsgva","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstsci","happy","inprdsc","gndr","agea"
"19608",14625,"IT",90,5,210,2,1,3,0,7,7,0,0,9,8,4,2,31
"19609",14632,"IT",120,5,480,2,2,5,5,2,0,0,0,10,9,2,1,21
"19610",14639,"IT",8888,5,210,3,2,3,5,3,5,0,1,4,6,1,1,32
"19611",14663,"IT",60,5,60,4,1,2,2,3,2,2,2,3,5,3,2,999
"19612",14668,"IT",20,5,40,3,2,2,4,7,6,1,1,9,8,1,1,60
"19613",14670,"IT",662,5,60,2,2,3,4,4,7,4,4,8,10,3,2,46
"19614",14686,"IT",30,5,60,3,2,2,3,2,2,1,1,6,6,3,1,47
"19615",14689,"IT",30,4,60,3,8,1,4,5,5,3,3,7,6,3,2,49
"19616",14692,"IT",20,5,390,4,1,2,7,9,8,6,5,8,8,2,2,21
"19617",14697,"IT",45,5,180,3,3,4,6,7,7,4,5,8,6,4,2,22
"19618",14711,"IT",120,5,60,3,2,3,3,8,8,3,2,9,7,4,1,59
"19619",14712,"IT",20,5,120,2,2,2,7,7,8,7,7,7,7,3,1,62
"19620",14722,"IT",30,5,60,3,2,8,5,5,5,5,5,8,9,2,1,47
"19621",14727,"IT",15,2,6666,3,2,2,6,7,7,7,7,7,9,4,2,74
"19622",14728,"IT",20,5,420,4,2,2,7,8,8,6,6,9,10,3,2,19
"19623",14729,"IT",20,4,120,4,1,1,1,3,7,1,1,7,9,6,2,35
"19624",14738,"IT",10,5,60,3,2,2,0,0,3,0,0,4,7,2,2,52
"19625",14748,"IT",90,5,120,1,2,3,3,3,6,2,2,8,8,4,2,62
"19626",14749,"IT",0,5,90,4,1,1,8,8,8,8,8,8,9,2,1,24
"19627",14760,"IT",15,5,120,3,2,2,3,5,8,2,2,8,8,4,1,27
"19628",14772,"IT",90,5,180,2,1,2,6,4,10,3,5,9,4,3,2,51
"19629",14775,"IT",150,1,6666,2,2,3,5,4,6,3,4,7,7,2,1,81
"19630",14785,"IT",60,5,20,2,2,2,1,2,2,0,2,4,6,2,1,61
"19631",14803,"IT",180,1,6666,3,2,2,5,6,6,4,4,8,6,2,1,75
"19632",14805,"IT",240,2,6666,2,3,1,7,7,6,5,4,8,8,0,2,75
"19633",14806,"IT",90,5,90,2,2,3,7,8,7,4,5,9,8,1,2,48
"19634",14810,"IT",566,5,90,3,1,3,3,3,7,0,2,7,8,5,2,38
"19635",14811,"IT",180,4,15,4,1,2,4,7,8,4,4,6,8,2,2,37
"19636",14815,"IT",60,5,60,2,3,3,6,6,7,2,2,10,8,3,2,29
"19637",14820,"IT",30,5,180,3,2,2,7,8,9,5,6,9,8,3,2,44
"19638",14822,"IT",30,5,180,3,1,2,3,3,7,0,0,6,8,4,2,30
"19639",14824,"IT",120,5,120,3,2,2,2,2,4,2,2,2,10,1,1,52
"19640",14829,"IT",120,4,20,4,1,1,2,4,4,0,0,8,5,2,1,74
"19641",14834,"IT",15,1,6666,4,1,1,2,2,2,2,0,4,7,1,2,79
"19642",14838,"IT",30,4,60,4,1,1,2,2,4,1,2,4,9,4,1,58
"19643",14841,"IT",180,5,180,3,3,3,6,6,7,4,4,9,6,4,2,61
"19644",14844,"IT",20,5,240,4,1,2,4,5,5,2,2,5,8,2,1,22
"19645",14854,"IT",120,5,240,2,3,3,6,7,7,7,7,7,8,4,1,71
"19646",14855,"IT",180,2,6666,2,2,2,3,6,7,3,4,6,8,3,1,66
"19647",14867,"IT",60,1,6666,1,1,1,7,7,7,5,6,7,6,2,1,77
"19648",14877,"IT",665,1,6666,4,1,1,5,88,6,2,2,3,5,1,2,76
"19649",14893,"IT",655,1,6666,4,1,1,5,7,9,0,0,88,8,3,2,70
"19650",14896,"IT",0,3,6666,4,1,1,6,7,7,7,7,9,8,3,2,45
"19651",14909,"IT",30,1,6666,3,2,1,3,3,9,2,3,8,3,2,1,67
"19652",14914,"IT",30,2,6666,3,1,2,4,0,4,2,2,4,6,1,1,71
"19653",14915,"IT",60,1,6666,4,1,1,5,5,8,3,4,7,9,2,1,54
"19654",14940,"IT",20,2,6666,4,1,1,0,0,2,0,0,6,7,3,2,72
"19655",14957,"IT",120,1,6666,4,1,1,2,2,2,2,2,7,4,2,2,64
"19656",14960,"IT",30,5,360,2,2,1,6,2,7,4,2,8,7,3,1,27
"19657",14961,"IT",30,5,360,1,3,4,10,9,9,7,7,8,8,4,1,61
"19658",14967,"IT",0,3,6666,3,2,2,5,7,10,5,5,9,10,1,1,24
"19659",14971,"IT",60,1,6666,4,1,1,5,5,6,4,4,5,6,2,2,83
"19660",14974,"IT",120,2,6666,2,1,3,0,0,5,0,0,6,0,1,2,79
"19661",14985,"IT",60,2,6666,2,2,3,8,8,9,7,7,8,8,2,1,38
"19662",14995,"IT",30,2,6666,4,1,1,2,4,6,0,0,7,3,1,2,65
"19663",14996,"IT",0,1,6666,3,2,1,8,8,8,6,5,4,4,1,2,61
"19664",15015,"IT",10,5,480,3,1,1,4,88,88,88,88,88,8,77,2,38
"19665",15020,"IT",60,5,30,3,1,2,6,8,8,3,4,8,9,4,1,72
"19666",15025,"IT",60,5,300,2,2,3,3,6,7,4,3,7,7,3,1,41
"19667",15029,"IT",60,5,60,4,1,2,1,1,9,0,1,5,6,2,2,35
"19668",15031,"IT",180,4,300,3,2,2,4,3,4,5,4,3,7,3,1,36
"19669",15034,"IT",60,5,60,3,1,3,0,0,5,0,0,3,8,3,2,45
"19670",15044,"IT",240,5,240,3,2,2,4,4,4,4,4,4,8,2,2,61
"19671",15049,"IT",45,4,45,3,2,2,0,3,8,0,0,0,9,1,1,65
"19672",15053,"IT",1120,5,90,3,2,2,5,5,7,3,3,8,8,1,1,36
"19673",15063,"IT",45,5,240,3,2,1,5,6,8,2,2,8,7,2,1,37
"19674",15082,"IT",120,5,60,3,2,2,5,8,8,3,3,8,8,2,2,53
"19675",15086,"IT",120,5,120,2,2,1,4,4,5,3,3,7,3,2,2,52
"19676",15087,"IT",30,2,6666,4,1,1,0,7,10,0,0,5,5,0,1,60
"19677",15089,"IT",20,2,6666,4,1,1,2,2,4,3,1,7,3,4,1,21
"19678",15092,"IT",150,4,60,3,1,2,2,5,7,3,4,6,8,2,1,46
"19679",15106,"IT",130,3,6666,3,2,2,6,5,8,8,7,7,5,1,1,54
"19680",15108,"IT",180,2,6666,2,3,3,5,8,8,5,5,7,7,2,1,62
"19681",15109,"IT",30,2,6666,3,1,1,7,5,7,6,6,10,6,1,2,77
"19682",15110,"IT",120,5,150,3,1,2,1,5,6,3,4,9,6,1,2,55
"19683",15115,"IT",120,4,180,2,2,2,5,7,7,3,2,8,7,1,2,51
"19684",15116,"IT",60,5,360,3,3,2,5,5,5,5,5,8,8,4,2,24
"19685",15123,"IT",60,5,120,4,1,2,0,5,9,0,0,8,7,1,2,61
"19686",15129,"IT",60,5,240,1,3,5,7,10,10,6,7,10,8,2,1,43
"19687",15151,"IT",240,5,480,2,2,2,8,9,9,8,8,10,7,3,2,53
"19688",15152,"IT",120,5,30,3,2,2,0,0,7,0,0,2,7,3,2,56
"19689",15156,"IT",30,5,60,4,1,2,1,5,8,3,2,9,7,1,1,56
"19690",15163,"IT",60,1,6666,2,2,2,5,4,6,2,2,7,8,0,2,68
"19691",15166,"IT",35,5,360,2,1,3,7,8,8,4,5,9,8,3,1,18
"19692",15177,"IT",30,5,60,4,1,2,0,6,8,0,0,10,7,2,1,38
"19693",15189,"IT",0,5,180,4,1,1,7,7,7,7,7,7,7,4,2,28
"19694",15202,"IT",0,1,6666,4,1,1,6,6,6,6,6,6,7,0,1,65
"19695",15206,"IT",90,2,6666,3,2,2,4,3,6,3,2,6,8,0,2,68
"19696",15208,"IT",40,4,120,2,2,3,4,4,6,3,2,6,10,2,1,57
"19697",15215,"IT",60,5,40,3,1,1,4,6,7,0,0,7,7,1,2,55
"19698",15218,"IT",1115,5,240,2,2,4,0,7,5,2,1,9,4,1,1,27
"19699",15225,"IT",951,5,330,3,1,1,0,10,10,5,5,7,0,4,1,45
"19700",15227,"IT",8888,5,360,3,3,3,5,5,5,5,5,8,5,2,1,44
"19701",15232,"IT",30,5,180,3,3,3,5,5,7,4,4,6,7,3,2,18
"19702",15235,"IT",15,5,120,3,3,4,9,4,9,9,7,8,8,3,1,55
"19703",15249,"IT",853,4,60,1,2,3,2,8,8,1,2,10,5,2,1,58
"19704",15250,"IT",60,2,6666,2,2,2,7,7,6,4,4,7,8,2,1,73
"19705",15252,"IT",60,2,6666,4,3,1,3,4,5,3,5,6,4,2,2,34
"19706",15255,"IT",688,5,180,2,3,3,8,8,10,6,5,8,7,0,1,40
"19707",15257,"IT",30,5,120,4,1,2,2,4,5,1,0,8,7,2,1,35
"19708",15258,"IT",180,2,6666,2,3,3,6,7,8,6,6,6,6,2,1,64
"19709",15272,"IT",30,5,420,4,1,2,1,6,7,0,0,7,6,1,2,42
"19710",15273,"IT",10,5,300,2,1,2,1,1,2,1,2,4,7,4,2,18
"19711",15296,"IT",7777,7,6666,3,1,2,4,6,8,3,1,8,6,0,1,90
"19712",15304,"IT",10,1,6666,4,2,1,6,8,10,5,5,8,7,1,1,85
"19713",15315,"IT",15,5,120,4,2,2,3,6,9,2,2,7,8,4,2,29
"19714",15326,"IT",684,1,6666,3,2,1,0,0,2,0,0,4,4,1,2,38
"19715",15329,"IT",30,4,20,2,3,3,8,7,9,2,5,7,7,2,1,39
"19716",15333,"IT",40,3,6666,4,1,8,2,4,9,2,0,6,5,88,2,44
"19717",15335,"IT",1115,5,180,3,2,3,5,6,7,5,5,6,7,3,1,68
"19718",15355,"IT",330,1,6666,1,1,3,4,7,8,4,2,8,3,2,1,75
"19719",15357,"IT",120,1,6666,3,2,2,4,5,8,3,5,8,6,1,1,73
"19720",15358,"IT",1159,1,6666,4,1,1,4,6,6,1,0,8,8,1,2,51
"19721",15359,"IT",120,5,60,2,2,3,7,7,7,6,6,10,8,2,1,71
"19722",15362,"IT",120,5,60,3,2,2,2,6,5,3,2,7,5,4,1,76
"19723",15381,"IT",90,1,6666,4,1,1,2,2,2,3,1,8,4,1,2,66
"19724",15383,"IT",90,4,60,3,1,2,7,6,7,5,5,7,7,2,2,69
"19725",15387,"IT",45,4,120,2,3,2,8,8,9,7,6,9,8,1,1,48
"19726",15389,"IT",60,5,210,3,2,2,5,5,7,4,4,9,8,3,2,48
"19727",15391,"IT",10,5,60,4,8,1,6,88,7,9,88,9,7,1,1,29
"19728",15393,"IT",120,1,6666,3,2,1,7,7,8,4,4,8,7,2,2,71
"19729",15403,"IT",60,4,40,2,2,2,6,6,6,4,4,7,8,2,1,57
"19730",15411,"IT",0,5,1080,3,3,2,9,8,6,5,5,9,9,2,1,19
"19731",15419,"IT",30,5,90,2,2,4,6,7,5,5,5,7,8,2,1,20
"19732",15423,"IT",8888,5,60,3,2,1,7,5,7,3,5,8,88,1,2,46
"19733",15424,"IT",10,1,6666,3,2,2,1,2,4,0,0,3,6,1,1,84
"19734",15433,"IT",60,5,840,1,3,4,10,10,10,6,6,10,8,2,2,54
"19735",15437,"IT",60,5,480,2,2,2,7,8,9,4,6,10,10,3,2,22
"19736",15443,"IT",120,5,240,3,2,2,7,6,8,5,5,8,4,1,2,53
"19737",15444,"IT",90,5,30,4,2,2,0,0,10,0,0,0,0,2,1,63
"19738",15447,"IT",240,5,60,3,2,3,4,4,5,2,2,6,7,0,2,84
"19739",15452,"IT",10,4,60,3,1,3,1,1,3,0,0,6,6,2,2,29
"19740",15458,"IT",120,4,360,2,2,2,2,2,8,3,3,5,7,4,1,62
"19741",15459,"IT",60,5,180,4,1,1,6,5,6,3,3,8,9,4,2,35
"19742",15460,"IT",30,5,120,4,1,1,7,9,7,1,1,10,5,0,1,67
"19743",15466,"IT",0,2,6666,4,1,1,3,7,9,3,0,7,8,1,2,56
"19744",15472,"IT",45,5,480,3,2,2,7,8,8,1,2,10,7,4,1,31
"19745",15474,"IT",8888,2,6666,3,2,2,7,88,6,6,2,8,7,1,1,74
"19746",15476,"IT",180,5,240,3,2,2,3,4,5,2,2,8,9,2,2,33
"19747",15479,"IT",30,4,30,4,1,1,2,5,7,0,0,7,6,1,2,59
"19748",15487,"IT",120,5,180,1,1,3,7,7,8,6,7,9,9,4,2,67
"19749",15493,"IT",60,2,6666,4,1,1,5,0,0,0,0,5,7,3,2,54
"19750",15495,"IT",60,5,360,3,1,3,6,6,8,4,5,7,6,3,2,19
"19751",15501,"IT",90,5,180,3,2,3,3,6,8,3,3,7,8,0,1,37
"19752",15502,"IT",180,5,240,3,1,1,0,0,2,0,0,4,7,3,2,48
"19753",15508,"IT",30,1,6666,3,2,2,5,8,9,6,5,8,8,0,1,25
"19754",15518,"IT",10,5,600,4,1,2,4,4,4,3,3,6,7,1,2,28
"19755",15525,"IT",90,2,6666,3,2,3,2,5,7,3,4,6,10,1,1,68
"19756",15526,"IT",120,5,210,1,4,3,3,5,6,3,2,7,6,4,1,25
"19757",15534,"IT",60,1,6666,3,2,1,5,8,8,5,5,8,6,1,2,90
"19758",15536,"IT",180,5,480,1,1,4,0,1,9,0,0,3,6,0,1,50
"19759",15539,"IT",844,3,6666,3,3,2,7,6,8,6,5,6,7,4,1,20
"19760",15542,"IT",645,5,360,1,2,5,4,5,7,5,4,7,9,4,1,60
"19761",15548,"IT",30,5,420,3,1,1,0,0,6,0,0,2,7,1,2,999
"19762",15550,"IT",1230,5,600,2,3,3,8,8,9,5,5,9,10,4,2,32
"19763",15552,"IT",10,5,60,4,1,1,2,5,7,0,2,7,8,3,1,49
"19764",15565,"IT",30,1,6666,3,2,1,4,5,5,3,3,6,7,1,2,77
"19765",15580,"IT",30,1,6666,4,2,1,8,8,10,6,6,10,4,2,2,85
"19766",15588,"IT",150,5,210,2,2,3,5,7,8,4,4,7,10,4,1,45
"19767",15592,"IT",60,5,360,3,1,2,3,9,9,0,0,9,10,4,2,40
"19768",15614,"IT",15,5,150,3,1,2,7,9,8,6,5,9,8,2,2,53
"19769",15618,"IT",60,4,60,3,1,2,3,4,7,2,1,9,3,1,2,34
"19770",15619,"IT",60,5,240,3,2,1,0,0,5,0,2,9,7,2,2,50
"19771",15623,"IT",90,1,6666,4,2,1,3,7,7,0,0,7,3,2,2,73
"19772",15633,"IT",832,2,6666,4,1,1,0,2,4,0,0,10,2,3,2,73
"19773",15634,"IT",950,5,210,3,1,2,0,3,10,0,0,10,3,2,2,58
"19774",15645,"IT",120,2,6666,3,3,2,4,4,4,4,5,4,7,3,2,55
"19775",15646,"IT",8888,4,70,3,1,1,3,2,5,0,0,8,10,3,2,26
"19776",15657,"IT",60,4,60,3,1,1,0,0,8,0,0,5,7,1,2,67
"19777",15660,"IT",60,5,120,1,2,2,0,0,5,0,5,0,0,2,2,56
"19778",15667,"IT",120,5,180,2,1,4,0,6,8,1,1,8,9,1,1,27
"19779",15688,"IT",8888,4,8888,3,2,2,3,5,7,3,3,6,7,3,2,42
"19780",15706,"IT",20,5,60,3,3,3,6,8,7,5,4,7,6,4,2,20
"19781",15710,"IT",917,1,6666,3,2,3,7,7,6,7,7,7,7,4,2,69
"19782",15719,"IT",35,2,6666,3,3,2,6,6,6,6,6,6,6,1,2,75
"19783",15720,"IT",30,5,150,3,1,1,6,6,6,5,5,7,7,1,1,28
"19784",15723,"IT",120,5,480,3,2,1,0,1,2,0,0,8,7,2,2,20
"19785",15726,"IT",120,5,180,4,1,1,0,7,9,0,0,8,8,2,2,24
"19786",15727,"IT",60,4,20,2,2,2,6,7,7,5,5,8,7,2,2,61
"19787",15733,"IT",180,5,210,2,2,3,5,8,8,3,2,9,8,4,1,34
"19788",15783,"IT",120,5,120,1,2,3,8,5,7,5,4,7,6,5,1,68
"19789",15814,"IT",75,4,60,2,1,4,6,8,6,4,3,7,8,3,1,60
"19790",15818,"IT",8888,1,6666,3,1,1,5,6,9,1,1,9,6,3,2,83
"19791",15824,"IT",90,4,180,2,3,2,1,6,7,2,5,6,7,3,2,66
"19792",15828,"IT",60,2,6666,3,1,1,1,5,7,3,2,7,5,2,1,57
"19793",15842,"IT",60,2,6666,3,2,2,6,7,8,5,5,8,8,0,1,52
"19794",15846,"IT",60,1,6666,3,2,2,4,4,3,2,4,8,8,1,2,90
"19795",15850,"IT",15,4,30,3,1,1,6,2,6,6,6,8,8,3,2,75
"19796",15856,"IT",90,4,120,4,1,2,1,1,8,4,4,8,6,1,2,64
"19797",15860,"IT",60,4,120,4,1,3,3,3,4,0,0,7,6,1,2,61
"19798",15861,"IT",738,5,60,4,1,1,5,3,0,0,0,10,8,0,2,55
"19799",15867,"IT",120,2,6666,2,2,2,5,6,9,7,7,8,8,1,1,87
"19800",15868,"IT",8888,2,6666,2,1,2,4,7,6,4,4,9,5,1,2,77
"19801",15891,"IT",60,5,270,3,2,3,5,5,6,3,4,6,7,3,1,28
"19802",15902,"IT",120,5,240,3,3,3,6,7,7,5,5,10,8,3,1,33
"19803",15914,"IT",60,1,6666,4,1,1,1,1,1,1,1,5,5,2,2,67
"19804",15927,"IT",180,2,6666,4,8,1,0,5,6,0,0,6,7,1,2,60
"19805",15934,"IT",60,4,240,2,2,2,6,6,6,6,6,7,8,3,2,40
"19806",15958,"IT",952,3,6666,2,2,3,6,5,7,4,6,8,7,1,1,59
"19807",15970,"IT",59,2,6666,3,2,2,5,7,8,4,4,8,9,3,2,52
"19808",15971,"IT",120,5,150,2,2,3,3,7,8,2,1,8,8,3,1,51
"19809",15977,"IT",622,5,300,3,2,2,5,4,7,6,6,7,8,6,1,48
"19810",15978,"IT",60,5,300,2,4,3,6,10,10,6,6,7,9,2,1,40
"19811",15986,"IT",120,4,180,3,2,2,5,5,7,4,4,6,8,4,2,71
"19812",15994,"IT",60,4,60,2,1,3,3,2,5,0,1,8,8,3,2,67
"19813",16004,"IT",645,5,120,3,1,1,1,4,5,0,0,7,8,1,2,30
"19814",16005,"IT",120,5,240,2,2,3,5,5,5,2,2,8,8,4,1,22
"19815",16006,"IT",120,1,6666,1,1,4,0,0,0,0,0,9,5,0,2,67
"19816",16018,"IT",180,8,6666,3,2,2,2,4,2,3,1,3,5,3,1,56
"19817",16033,"IT",1080,2,6666,3,2,1,7,8,10,5,5,9,9,2,2,54
"19818",16035,"IT",60,3,6666,3,1,2,6,7,8,6,6,7,7,2,2,46
"19819",16038,"IT",180,5,300,2,2,2,7,7,6,5,5,6,4,4,1,22
"19820",16040,"IT",90,5,120,2,1,2,0,0,3,0,0,7,5,3,2,80
"19821",16055,"IT",30,2,6666,3,1,2,2,3,3,3,1,2,7,2,1,65
"19822",16058,"IT",60,5,60,3,1,1,0,0,5,0,0,5,5,2,1,79
"19823",16066,"IT",15,5,480,3,2,1,2,5,8,1,1,8,8,2,1,35
"19824",16067,"IT",8888,5,8888,1,2,3,4,7,10,5,5,10,10,4,2,26
"19825",16068,"IT",3,5,180,4,2,3,3,5,6,3,3,9,4,3,2,57
"19826",16072,"IT",30,2,6666,4,1,1,4,3,4,0,0,2,7,1,2,48
"19827",16077,"IT",60,5,240,3,1,1,2,4,3,1,1,3,4,1,2,50
"19828",16079,"IT",60,5,120,2,2,2,4,6,7,4,5,7,6,1,2,52
"19829",16092,"IT",60,4,120,3,2,2,5,6,7,4,4,8,7,2,1,38
"19830",16097,"IT",210,1,6666,3,2,2,1,2,1,2,3,3,6,1,2,84
"19831",16116,"IT",15,5,105,4,2,2,3,4,6,1,1,8,8,3,2,25
"19832",16122,"IT",0,4,60,4,1,1,4,5,5,2,2,2,7,1,1,33
"19833",16132,"IT",673,4,300,2,3,3,7,8,4,5,5,7,7,4,2,48
"19834",16133,"IT",705,1,6666,4,1,2,3,7,8,2,3,3,8,3,1,88
"19835",16139,"IT",120,4,30,2,2,2,6,6,8,5,4,8,7,4,1,71
"19836",16150,"IT",60,5,600,4,1,1,3,3,6,2,0,8,6,1,2,41
"19837",16152,"IT",30,5,120,4,8,2,7,88,10,7,7,9,8,4,2,18
"19838",16156,"IT",30,5,210,3,3,4,7,7,8,6,7,8,8,3,2,46
"19839",16198,"IT",60,2,6666,3,2,2,3,4,8,2,2,7,5,2,2,55
"19840",16209,"IT",15,5,120,3,2,1,6,7,6,5,4,8,7,3,2,21
"19841",16226,"IT",15,5,300,3,1,3,5,7,7,3,3,8,9,3,1,35
"19842",16234,"IT",1113,1,6666,4,1,1,7,6,7,0,0,9,7,2,1,70
"19843",16242,"IT",60,5,180,3,2,2,5,6,3,3,2,8,8,4,2,42
"19844",16251,"IT",603,2,6666,3,2,2,3,4,5,4,3,5,5,1,2,60
"19845",16255,"IT",210,5,180,2,1,2,6,6,7,5,5,8,8,3,2,61
"19846",16258,"IT",60,3,6666,3,2,2,4,6,7,4,4,7,6,2,2,58
"19847",16267,"IT",18,4,30,4,2,2,4,2,6,5,3,6,5,2,1,64
"19848",16273,"IT",60,5,300,3,2,2,6,6,8,6,5,9,8,6,2,42
"19849",16278,"IT",1064,5,135,4,1,1,1,1,9,1,1,7,8,4,2,36
"19850",16290,"IT",120,4,60,3,2,1,5,8,8,5,5,7,8,1,1,55
"19851",16298,"IT",120,5,120,3,2,2,5,4,4,4,3,7,8,3,1,41
"19852",16301,"IT",30,5,60,3,1,2,5,3,5,0,0,3,8,3,2,38
"19853",16310,"IT",5,1,6666,4,1,1,1,2,6,0,0,3,10,1,1,51
"19854",16321,"IT",1008,5,60,3,3,3,7,8,7,6,5,8,6,3,1,44
"19855",16322,"IT",150,5,420,1,1,3,5,5,6,3,3,10,7,1,2,67
"19856",16331,"IT",0,5,90,4,1,1,5,7,10,0,2,9,8,2,2,36
"19857",16333,"IT",30,5,180,3,2,3,2,2,5,3,4,8,6,6,2,26
"19858",16336,"IT",150,4,75,3,1,1,3,6,8,1,1,8,6,2,1,43
"19859",16340,"IT",120,3,6666,3,2,2,5,7,8,3,4,8,10,3,1,63
"19860",16346,"IT",30,1,6666,3,1,2,5,3,4,2,2,3,7,1,1,63
"19861",16359,"IT",60,5,60,3,1,2,0,5,8,0,0,10,10,4,2,61
"19862",16377,"IT",1200,5,180,3,3,3,7,8,6,5,6,6,6,6,2,999
"19863",16380,"IT",120,4,120,3,1,3,1,5,5,1,0,7,7,2,1,57
"19864",16382,"IT",170,3,6666,3,1,1,6,10,10,8,7,10,8,2,2,77
"19865",16387,"IT",30,5,210,2,2,2,7,7,7,5,4,8,8,2,2,35
"19866",16400,"IT",60,5,240,2,2,3,5,6,7,6,6,8,8,4,1,42
"19867",16401,"IT",60,5,120,4,1,2,3,3,5,2,2,9,6,1,1,66
"19868",16406,"IT",60,1,6666,4,1,1,3,5,6,0,0,88,5,2,2,81
"19869",16415,"IT",120,5,120,2,3,3,5,4,7,4,4,9,5,4,2,54
"19870",16418,"IT",90,5,60,2,1,2,4,5,6,5,4,7,6,4,1,72
"19871",16426,"IT",20,5,240,2,3,2,7,7,8,6,7,9,8,1,1,18
"19872",16428,"IT",120,5,120,2,4,2,4,5,9,3,3,9,7,1,1,58
"19873",16436,"IT",120,5,180,2,2,2,4,7,9,4,4,10,8,2,1,52
"19874",16440,"IT",30,5,120,3,2,2,4,4,2,1,1,10,8,0,1,16
"19875",16442,"IT",30,2,6666,3,1,1,6,8,8,5,6,7,7,3,2,67
"19876",16450,"IT",870,5,30,3,2,3,7,4,10,3,3,10,8,4,1,76
"19877",16451,"IT",60,5,120,4,8,1,2,88,2,0,0,5,6,88,1,55
"19878",16454,"IT",120,5,300,3,2,2,6,8,6,5,5,9,8,5,2,36
"19879",16458,"IT",120,2,6666,2,2,3,5,0,5,5,5,9,10,3,1,66
"19880",16461,"IT",120,5,60,3,2,2,7,7,7,4,4,7,7,2,1,51
"19881",16464,"IT",60,5,120,4,1,2,1,5,5,0,0,7,5,2,1,42
"19882",16466,"IT",30,3,6666,3,1,2,5,0,7,0,0,10,6,2,1,63
"19883",16470,"IT",60,5,120,3,1,1,4,5,8,3,2,7,6,3,1,53
"19884",16477,"IT",120,4,240,3,2,2,2,4,4,2,2,4,8,4,1,44
"19885",16485,"IT",30,5,180,3,1,2,5,5,5,5,5,8,7,4,2,25
"19886",16487,"IT",922,5,420,3,2,1,5,5,6,4,3,7,7,6,1,19
"19887",16495,"IT",90,5,180,3,2,3,3,5,8,2,1,9,9,4,2,51
"19888",16504,"IT",60,5,90,4,1,1,1,6,7,1,1,6,5,2,2,57
"19889",16513,"IT",300,4,360,4,8,2,88,88,88,88,88,6,5,2,1,32
"19890",16516,"IT",40,1,6666,3,2,1,6,7,9,4,6,9,7,2,2,84
"19891",16525,"IT",120,4,120,2,2,2,3,3,3,2,2,4,8,1,1,41
"19892",16535,"IT",120,5,120,4,1,2,7,6,8,3,3,7,8,3,2,18
"19893",16537,"IT",120,1,6666,4,1,1,0,0,8,0,0,7,5,1,2,83
"19894",16548,"IT",60,5,240,2,3,3,2,3,4,0,0,8,7,4,2,37
"19895",16555,"IT",0,1,6666,3,1,1,4,6,10,3,3,8,9,2,2,48
"19896",16557,"IT",120,1,6666,3,1,2,5,5,8,4,5,10,6,4,2,77
"19897",16560,"IT",5,5,300,4,1,3,0,2,3,0,0,6,7,2,2,22
"19898",16579,"IT",120,5,60,2,3,3,6,8,8,7,6,9,5,2,1,87
"19899",16584,"IT",120,5,120,4,1,2,3,5,5,0,0,6,6,1,2,31
"19900",16585,"IT",30,5,30,4,1,2,3,3,6,3,3,6,7,1,2,61
"19901",16591,"IT",120,5,90,1,2,2,5,6,7,5,5,7,9,4,2,66
"19902",16603,"IT",15,5,120,3,2,2,5,3,8,4,4,10,8,2,1,34
"19903",16619,"IT",120,4,180,3,2,2,4,7,6,3,3,7,7,2,1,38
"19904",16623,"IT",60,5,180,2,2,2,5,5,6,2,2,7,8,2,2,31
"19905",16642,"IT",60,5,120,2,1,3,5,8,8,5,5,9,7,4,2,52
"19906",16646,"IT",10,5,15,3,2,2,6,6,6,6,6,8,10,2,2,36
"19907",16647,"IT",60,4,30,3,2,3,6,9,10,5,5,8,9,0,2,65
"19908",16650,"IT",10,5,60,4,8,1,88,88,5,88,88,10,6,1,1,43
"19909",16658,"IT",780,5,7777,3,2,2,5,7,8,3,2,8,9,3,1,22
"19910",16659,"IT",60,5,360,3,1,3,0,3,5,0,0,8,8,0,1,56
"19911",16665,"IT",20,5,90,2,2,4,5,2,5,4,4,6,6,1,1,56
"19912",16669,"IT",30,4,120,4,2,3,4,8,9,4,4,8,10,1,2,39
"19913",16674,"IT",30,3,6666,1,2,2,6,5,7,6,6,7,6,3,2,53
"19914",16676,"IT",30,4,60,2,3,3,4,4,6,3,3,5,7,1,2,64
"19915",16677,"IT",0,5,180,3,2,2,7,8,8,6,7,7,8,4,2,53
"19916",16683,"IT",619,5,150,2,1,4,0,0,7,0,0,5,0,1,1,64
"19917",16684,"IT",140,5,270,3,2,3,0,4,7,0,0,8,4,0,2,51
"19918",16686,"IT",9,5,150,4,2,2,8,8,8,7,7,8,8,2,2,21
"19919",16687,"IT",60,5,210,4,1,1,2,5,5,1,1,7,7,2,2,28
"19920",16690,"IT",120,5,120,3,2,2,8,7,8,5,0,0,8,0,1,64
"19921",16691,"IT",120,5,120,4,1,1,0,2,2,2,2,4,6,2,1,27
"19922",16703,"IT",120,5,90,3,2,2,1,0,1,0,0,2,4,1,2,78
"19923",16712,"IT",120,5,60,2,3,3,5,6,6,3,3,8,6,2,1,49
"19924",16717,"IT",60,5,360,3,2,2,5,5,7,3,3,6,8,2,2,54
"19925",16718,"IT",60,2,6666,3,1,2,2,4,8,2,2,7,3,88,1,44
"19926",16719,"IT",15,3,6666,3,2,3,6,6,7,6,77,8,9,0,2,55
"19927",16723,"IT",90,5,210,4,1,2,3,6,10,0,0,8,6,4,1,32
